Model,RMSE,R2,Time
Random Forest,0.09444946934223461,0.002823423252301671,29.60444188117981
SVR,0.11543532727121693,-0.48953427575307185,1.2255923748016357
MLP,0.09696497655030512,-0.05100024596775077,1.4640133380889893
Gaussian Process,0.08794827697970202,0.13537518629724643,324.16319036483765
